label,comments
0,伊拉克，叙利亚，利比亚，伊朗如果没有美国搞一个个都和沙特，阿联酋一样，富得流油！
0,肇事逃逸还能当这么多年明星？？？
0,腾讯这么做对游戏原作者不公平
0,可以去告 但是赢不了 赢了也脱层皮
0,握草，楼上你对可爱有什么误解吧
0,我的这个剧本真的没有动力演下去了
1,小斐wb有提到这里她回头了，只是灯光灭早了没拍上有点可惜
0,自己都搞不清楚吗。。。。。
1,左边不吃哈哈哈哈哈哈哈
0,片头就已经觉得导演家庭地位岌岌可危现在真是雪上加霜
0,人家直行 骑车真是狗东西
0,对面开着远光灯这个车可能看不见
0,腾讯和albb都受到了反垄断调查还要搞事
1,众所周知，婴儿出生就会打字
0,人家拍戏受伤有眼疾好吧
1,对天才打问号的，中科大少年班的拔尖人才，了解一下
0,mhy起码自己用心做游戏了，不至于被抵制吧，腾讯才是真游戏界毒瘤
0,要说是侮辱吧，倒也是事实……无力反驳
0,如果投资没问题的话，亏损怎么可能只有2个亿啊？
0,我以为是中华有为的意思
1,2021年电影拍了，大麦了
0,相比之下，还是有差的，亲自出国感受过就不一样了
0,大家除夕晚上的小品没满足，所以才找唐人3来看嘛
0,明明老大不喜欢这个名字，也不是开口结束，为啥叫华为呢？
0,这哥们长得像是中东人啊
0,这公司强大的你是美国人你也害怕
1,记得09年那时候刚看篮球，好几本杂志的头条都是艾弗森回家。
1,哈哈哈哈哈哈哈 无敌了
1,哈哈哈哈哈哈哈哈名场面
0,央视跟红会还不是一个等级
1,这个明显拐弯车的责任。
0,疯狂的把这个国家改造成一块殖民地
0,凭什么了解，坐牢去吧，毁了你的终身我很开心
0,我这的图书馆周末超多小学鸡巨吵
1,这个BGM是陈亮的无题
0,安徽省排名这么前？？？忽悠人的吧
0,社区人员在后面跟着呢，司机给社区人甩了
0,看到这忍不住了，要点脸吗你，自己拍的什么玩意心里没点b数？
0,刚刚那些也是老太太 说实话我觉得没有办法 美国对内宣传就是这样。。。
0,完蛋了我不仅挂过科还没有什么奖 感觉好难啊啊啊啊啊啊啊啊555555
0,一声声妈知道，可是已经不在了，子欲养而亲不在
0,这盛世，又是多少苦换来的
0,这记者以后不会见不到了吧
0,需要一个切格瓦拉，一个卡斯特罗！
0,都不关心这些娱乐圈的事，一直看纸片人
1,对的，想玩的时候游戏卸载干净了还是能通过各种渠道玩
0,无论谁动的手这样撞过去是要拘留的
0,要我直接给他摔水泥地上给他真摔残废
0,大郅当年也是被篮协一群孤儿恶心到了
0,现在有哪个状元敢说这样的话 
0,前面那个，你家族亲朋日常都很装是吗？那真是可怜。多了解日本文化再来说装不装
0,领导眼中的“唐代”啦，纠结这么多干嘛
0,中间商大赚，玩家花少钱体验游戏，开发商血亏。写明白了
0,国家都这样了，还在搞宗教，我真是无语了，收回我的同情心
1,孟晚舟赶快回来，财务太重要了…
1,2001年贾玲母亲辞世，2016年小品诞生
0,哇练练有词我看了半个月坚持不下去了。。。又臭又长浪费时间
0,俩人话都没说错 但是明显金星先开始怼人杨丽萍才发火的啊
1,然后成了后来数一数二的发球命中率
0,目的就是搞死伊拉克的工业
0,你和夜神模拟器什么关系
1,我老师的猫也吃仙人掌和仙人球
0,宗教不联合起来先把美国佬赶走，其他的想都别想
1,唉我真的好喜欢原著来着
0,腾讯:宁叫我负天下人，休教天下人负我。
0,去绥化的理由是什么？你们从哪里看出杰克贾必须去绥化的理由？
0,这机构不是早就知道了，怎么还有人信？
0,本来就是个春节档电影你拿他跟盗梦空间这类比？
1,好家伙，任何真相都是不相信，任何谣言都是完全相信，那还有什么好说的
0,说的全栈啊，苹果的全栈在哪？
0,这真的是损友，朋友这么好的工作你丫让人辞职
1,鹿晗顶多是偶像，歌手谈不上
0,这不是我会不会原谅他的问题，警察没抓她就涉嫌渎职了
0,祖国尚未统一 我辈仍需努力
0,你对长的好看的要求真是太低了
1,没有啊，我一直喜欢真实纪录片，央视播过很多
0,又不是菩萨  要赚钱的
0,中国人是你们这帮侵略者的祖宗
0,跳车很正常啊，一个女孩大晚上坐车，觉得不安全，下意识都会有跳车的想法的，这也不怨人家女孩
0,张宇没必要，只记住段子
1,这个反应很好，如果大家都这样，早就可以去刷宇宙副本了
1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死
0,不是  总冠军对他来说算什么啊  
0,你是想笑死我嘛兄弟？回家撒泡尿照照自己哦
1,魔兽争霸声音23333333
0,豆瓣没参考价值也是真的
0,一个国家要是没有国营企业 还能叫国家am
0,不，我们还没有最强，只有最强才能上王者
0,对面远光灯造成了晃瞎了
0,不烫吗，我都被烫起泡过
0,这踏马的不把人当人看了
0,卧槽， 你这也太厉害了
0,能做的就是给自己的正版途径增加曝光，抢占份额。别的也搞不过腾讯
0,后边四个哥们快被憋死了
1,美国有什么我们也会有什么 美国没有的我们也会有
1,赖皮蛇的哈哈哈哈哈哈哈暴露年龄了
0,欧文单纯的花里胡哨还独，配不上状元签
0,基于事实那就不是美国了
0,这个b到底想表达什么。。。
1,是撒贝宁哈哈哈哈哈哈哈哈哈
0,过于懦弱，胆怯害怕未来，但现在我该变了，重新明白勇气
0,白石打白石塔白石打不动白石塔白塔白又大
0,我报复你报复我的报复我的报复
0,哥们儿，你是口渴怎么老是咽口水?
1,重点是他的英语用的中式英语来说，却假装不会说中文，哈哈哈
0,怕什么直播都被赶出来你不配当记者 记者就是战士
0,人性都是趋利避害的，并不是说律师或者腾讯做的正确与否，只是生意罢了
0,春风十里不如你 剪刘海不要靠自己
0,日本人心里还是有点数的？
0,老子做梦都在背书呢！！！！！！！
1,电影有几个知道父母年轻时候的样子呢？
1,从而看出即使在垄断的情况下，steam在各个方面仍然是做得相当不错的，不说了steam牛B
1,面越善，心越狠（这里的狠指的褒义的，非冒犯）
1,看看这额头，绝顶聪明之人
0,电影看到知道缝裤子那里爆哭，流鼻血提前离场了，哎，可惜没看完
1,我觉得这是对steam下手 这些游戏只是工具
0,一个司机当了一个区长的活
0,太真实了呀，擦！！！！
0,神经病啊，我们玩游戏的招你惹你了
0,腾讯就是要消灭所有苗头来独霸整个市场，其他人要不然跪下吃他施舍的骨头，要不然饿死
0,steam不会被拔除，会被墙
0,也不能掩饰你干的真的漂亮滑稽
0,变相脱裤子耍流氓还死不赖账
0,我觉得一点也不合家欢，我抱着合家欢去的，
0,把左下娱乐报道换成今日说法也不违和
0,豆瓣评分高了是粉丝吹嘘资本，低了说没有参考价值，哈哈哈哈
0,有些弹幕说话别飘，别自以为是，哪个国家都要要不断努力才行，这样才不会被时代抛弃
1,因为他们，所以我们好有安全感
0,追日本动漫丢脸？真正的丢脸是精神上做了外国人！文艺作品或许带有某些价值输出，但是现在中国人的情感教育有多少是靠外国的作品？
1,哦豁，注意作者可是江南狗贼
0,为什么就不能坚持初心呢？难道诱惑就那么强，
0,石油国家生存指南:一旦发现自己的国土上有大量的石油储备，如本国实力不是中俄那样的，不要有任何反美思想，不要和任何反美行为扯上关系，跟其他的石油国家搞好关系，沙特伊朗等领头的。
1,哈哈哈哈哈 我ff14老玩家了 
0,欧文先拿个得分王再说吧
0,这东西都能想到，但是只有少数企业能执行
1,双边的真实不一样 = =
1,拥有的绝对的自由就拥有了一无所有，安吉丽娜路转黑
0,这也是为什么我喜欢AI，宁可战死，也不示弱
1,哈哈哈哈啊哈哈哈哈哈嗝
0,我也觉得不好看。。。。。。
0,不用日本，只要不是中国，足球都比中国强
0,我也会偷偷对小孩做鬼脸逗小孩，好几次被家长抓到其实羞耻到爆炸，但还是会哄
0,篮协废了大致  耽误了姚明一年
1,哈哈哈笑抽了，解说比电影好看
1,这个力排众议，必须马上封城是最有压的的
0,等风声过后换个名字继续啊
0,只有石油的国家最后会一无所有的
0,我听你说话比便秘还难受
0,这个分类交给医院自己做？可以吗再怎么分类也比用塑料袋强吧
1,太牛壁了，他的比大帅矮三个头
0,想找一个没国足强的国家也是很难的事情呢
0,差点死掉，这都能谅解，也太好心了
0,之前华为把源代码，给一家加拿大公司查，都没有查出后门
1,当初一个实力强劲的国家。。。。
1,反正不管哪种情况都是企鹅喜闻乐见的
0,你们这些比说的兔子是什么？
0,看表情，哎，浪费了三年
0,这就是腾讯的光明，这就是腾讯你所谓的光明？！
0,那只是行政部门的要求吧，能理解
0,他们是连央视都敢惹的人
1,虽然每天活在炮火与废墟之中，但他们获得了自由。口区。
1,这学生，呵呵，太激动了吧
0,没什么知识 一句wocao行天下 拥有了自由啧啧啧
1,有些弹幕可以看看前两部，喜剧的框架下更吸引人的是侦探线。
1,72的命中率相当于三分10投7中。。。。
0,谁也别买，惯特么腾讯一身臭毛病
0,2小时挣51块不是女孩的问题，是司机跟公司的问题。
1,这老爷子很忠厚，观点很犀利
1,干掉腾讯非常简单 真的很简单
1,竹导真性情，随和，敢为人先，佩服
1,所以有什么类型的电影是鹿晗适合的？
0,腾讯让玩家变成了正版游戏的受害者
0,120那个时候的线估计快崩了
0,不准本国央行为自己的国有企业融资这么字由？
1,张总长的好像姥爷，瑞克
1,演的好呀，小鲜肉全是是啊比
0,腾讯真行啊  明目张胆
1,硕博连读是读学硕第二年被推荐读博士，一般总时间在五年半
0,小目标一个亿是最搞笑也是最离谱的笑话
1,翻译:那时候不用加税，所挣即所得
1,我也是这么搬的，不过我搬了12次。
0,说实在的，现在的小品能有唐人3这么好看吗
0,无奈吧 兄弟，今后你还会遇到更多的，只要这个社会还不变革
0,乐嘉说的是实话你们这些说发酒疯的典型的只看表面不看他说的话
0,不，这件事归滕华涛管，滕华涛不让鹿晗剪短发
0,病人也有问题，你病了就该拿人出气吗？
0,这病人也不能打司机吧…
0,这tm跟足球有毛关系啊？就硬扯。
0,秦风和田所浩二激吻两小时都比这好看（doge
0,傻孩子快跑，别被刀傻了
0,怕死怕传染辞职啊站的茅坑不拉
0,司机驾驶室应该隔开啊，一点防护措施都没有
0,读书少还没有发言权了？
1,我是10后，今年10岁。我爱艾弗森
0,豆瓣给了3分多！谁这么好心，这种就算做成纯爱情片也看不下去啊，就是完全没修改的初稿啊
1,太可爱了呜呜呜啊啊啊啊啊
0,我当月和年终奖和提成还没一万，果然自己能力太垃圾了
1,胡建人的扑通话很biu准的
0,高：我的朋友都拍了，我呢？
1,但是原著大猪二猪打帝国时代那段看着是真的有感觉
1,也希望大家能够经过这期视频，节省自己宝贵的考研复习时间
1,ROSE：“现在你见到了”
1,苹果的芯片是代工的，不算全栈
0,你分完了人家医院还得分……麻烦不？
0,"王一博：什么玩意,莫挨老子"
1,一个日本人和一个以色列人用中文交流...
0,你们说我把视频分享到朋友圈会不会被删
0,这个之前不是在oppo的嘛
1,自己要为自己的自由负责
1,哈哈哈红红火火恍恍惚惚哈哈哈哈
1,猴子一样自然 天然随性
0,这么多人，就他一个人戴墨镜？
1,两个外国人的中文都这么好
0,作为央视记者你是真的没牌面，想想进巴西毒贩窝的记者，哈哈哈哈哈哈
1,……看到什么都说帅………
1,打上马赛克，我也历历在目
0,感觉欧美太容易被带风向了
0,盗版的另一种形式，而且还收费
1,这可能就是小品的神作了，每次看都能被逗笑，到最后都会哭
0,道德上有问题，但法律上无罪
0,不不不这是爱情片（doge
0,开玩笑也要看场合     人家孩子也大了        还真的觉得很搞笑
1,重要的是还有328人购买了
1,这个好啊 每次贴条都烦死了
1,东北杀猪菜为热干面加油
0,协调工作没做好，太混乱了
0,他不缺钱，他只想让你们“死”
1,杨洋三年不敢接综艺，后来接的都是男人扎堆的综艺，哈哈哈哈，恐女症
0,伊拉克的反抗军实际上是在救国
0,哈哈哈，组织黑粉。这电影也不可能会有人看的
0,都玩你们的独立游戏了谁去玩王者荣耀啊
1,腾讯缺啊 老马他母亲需要最顶级的葬礼！
0,对，自以为是的确不行，要自信
1,让他去体验体验这种“增长”
0,我表示我是武汉人，从没有见过服务态度这么差的小区
1,行行行，知道了，知道了
0,左腿：你就说你要干嘛？
1,鼓励也要有害凡事看两面
0,写个3然后后面数0或者把钱码在地上应该就能明白了
0,闾丘露薇，现在看不到了
0,大场面有点意思 其他的就当普通电影看的 但是那个坡和平精英广告着实恶心到了
0,讨厌杨幂，但这事没毛病，你直播关我屁事，老娘就是不愿意被拍到怎么了
0,很抱歉 有本事我也上不了 要資格考的呀
1,原子计划就是这么停更的
0,你永远也不知道面对困难的中国人有多团结
0,什么叫那个年代没有审美？那么不会说话就闭嘴
0,播放千万了！鸭子永远的神！
0,人家的pose关你什么事啊
1,哈哈哈哈。看明侦宇宙吧
1,阳台小品就是有秦昊的那个
0,司机是黄陂口音，说的黄陂话，武汉的一个远城区
1,十年费城十年王，忠艾一生又何妨
1,感觉苏联解体后，俄罗斯经济重走一遍
0,又是官方话 所谓的领导都是g 自己也怕 呸！
1,行动最重要行动最重要行动最重要
0,像一个吃大餐的人把别人仅有的一碗饭掀了
1,小布什叫乔治·沃克·布什，乔治·布什是老布什
0,我真的怀疑我自己，我是为什么而活
0,看反应，这个访谈提前应该没有脚本。
0,就算华为是国有企业也无所谓啊
0,为什么正版不能再便宜点呢？10元左右，我相信大家更愿意买了。
0,超过40分钟价钱 她搬了36分钟
1,坪外82班为武汉加油！为中国加油！
0,这个是说反话吧，真的别瞎黑
0,汪淼：你也看见倒计时了？
1,好厉害，越是高位越亲切
0,商业不创造价值，只有劳动才创造价值
0,平台没起来的时候 真的难
0,为的就是抹杀独立游戏工作室的崛起让我们一直玩腾讯网游
0,说实话 我是不可能给红会捐款的
1,是捐给我儿子哒！ko no pandio da！
1,日本是全民参军，不过我们不忘历史就好，别搞歧视什么的
0,人传人，不是李啥亮发现的吗
0,手榴弹你扔出去啊，干嘛非要拿着啊！？
1,华为真的是有实力有技术
1,三十三亿，刚看完，下午返校TAT
0,前面那个在搞笑？建议去查查“没有姚明一样会有王治郅，但是没有王治郅就不会有姚明”这句话是谁说的吧
0,怼老师你还想不想毕业了？
1,好喜欢，准备跟up走同样的路
0,冯小刚啥时候够腕和成龙拌嘴了？
0,豆瓣本来就没有参考价值 豆瓣是些什么人不知道？
0,这不是随意，这是喝多了
1,美国说你有洗衣粉你最好有～
0,腾讯就是会让小团队告他这样小团队无心更新游戏就凉了，然后腾讯再“自主研发”一款“玩法相似”的游戏顶上
0,不管网上怎么吹，我就是不看
1,作为中国人我真的很自豪
0,人类文明的进步是没有终点，不会“终结”的
0,我现在只关心协和有没有用的
0,这尼玛要闹妖精啊，看我大威天龙！
1,白岩松是总会副会长，就是挂个名字
0,篮协足协两大毒瘤，严查
1,哈哈哈哈哈哈哈哈哈哈哈哈
1,那个年代人才好多呀，都是鼎鼎大名的人物
1,原著好看个屁，也是幼儿向作品
1,竹内亮你个坏蛋，现在大家都知道你会中文了
1,鹿晗的片酬就算没有一个亿也有几千万了。
1,去你大爷的自由，自由这么好，美国干嘛不解散政府
0,???????这什么数据
1,wdnmd，鹿晗不是歌手是什么？
0,这段其实 不太真实…………
1,用战争先减到3%，然后在3%的基础上增加8倍
1,给司机点赞，太不容易了
1,这个本意是让玩家没网的时候也能玩的
1,导演是个实在仁儿 确实冰啤酒好喝
0,姚明的工资篮协都要拿点
1,没想到912的各位在这里遇见了
0,总冠军是历史前二十的门票，没办法
1,大冬天的，让大家在外面吹寒风
0,都是好人，骂司机的长点心吧
1,世界需要一个善良和平有责任心的领导
1,哈哈哈哈哈哈哈哈哈喝上了
1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈这个bgm
1,这里就是剧本啦，两个人是很好的关系
1,歌声一起，我就忍不住了
0,来自中国老婆的鄙视2333
1,旁边的老哥忍不住了，哈哈哈哈
1,哈哈哈哈哈哈哈哈哈哈哈哈哈nb
0,这么做就是为了打压中国国产独立游戏
1,喝起来可还行哈哈哈哈哈
0,他不幻想还能咋滴，现在的局面证明了以前所谓的不受影响言论就是空城计，可以美国不是司马懿
1,李健老师哈哈哈哈哈哈哈哈哈哈哈哈
1,“我说我这辈子过得很幸福，你怎么就不信呢”
0,对不起，我跟的考研词汇闪过
1,奋斗在一线的建设者们，你们要保重身体 加油！
1,爱情片是爱情片，科幻是科幻，不要混为一谈，什么叫拍过好片就一定是好导演跨界懂吗？
1,不，我喜欢真实喜欢亮叔，不要改变！
0,行政部门着装要求严格，开发部门无所谓吧
0,战争唯一的受害者就是老百姓
0,起诉有用吗，律师也都没良心的，腾讯只要砸钱把NB的律师都揽走你拿头打官司？
1,众所周知：汤家凤在英语界也是很有名的
0,反正我不会碰腾讯旗下任何游戏
1,看看我们中国的贤妻良母~~
1,好，远光灯看不见，这很合理
0,我也觉得 应该尽量不要给被人添麻烦
1,站着比坐着好 但是坐着舒服
1,刚才我好像看见斯坦李了
0,哎对我一篇原创就是被他们拉下去的
1,看完电影看小品，找虐来了
0,？？？真尼玛丢安徽人的脸。。
1,我已经有猫了不用点赞了
1,草，哈哈哈哈哈哈哈哈哈无法反驳
0,这么认真原来一句没听懂
0,小shenyan的嗓音跟这不一样啊有的人咋听的
0,我去你敢动steam！！！
1,3d建模一时爽，一直建模一直爽
0,听到铃声流口水的狗=听到铃声投食的铲史官
0,那年没有奥尼尔的湖人，估计冠军就属于76人
0,柯南没有推理，看的是动作戏
1,2016年的时候我看哭了……
1,我还是有偶像包袱的哈哈哈哈哈
0,前面说是折耳的都不看简介吗
0,萨发动的两伊战争 科威特战争没人说吗
0,早掉地下了，只是还没有被发现而已。
1,最近有什么还不错的独立游戏吗
0,如果篮能够保护姚明，姚明决对可以在NBA打的更好
0,双非是指非985非211的一本院校
0,哇，真的有这种无脑粉吗？我傻了。会给唐探招黑的呀。
0,自由？？？就是破坏，获利而已
0,不，不管现在如何，日本的侵略是刻在骨子里的
1,我感觉，那个演员来演，都一个样
1,中国人有自己的原子弹啦！！
0,这真的是碰瓷么？我怎么觉得这是在寻死
0,袁雨萱真蠢，替别人出头
1,绘圈表示，反击他！！！！
0,关键是也不好笑啊。。。
1,当时代表华为牵头的就是孟晚舟
0,卡特抢七投丢了绝杀球，没办法
1,长大可出息了，还上春晚了，可是李焕英你没看见呀
1,这个小品我看的首播，真的感人
0,别巴甫洛夫了，这是操作性条件反射不是经典条件反射
0,低情商：这部电影笑话很低俗 高情商：不愧是陈思诚
0,科学家有国界，科学不就是科学家研究吗？有什么区别？
0,神tm42看着比我这个90年的都年轻呜呜呜……
0,简单说这玩意就是盗版，就是侵权
1,我也用的这个！不过我是20天背完的
0,我爸就喝常温的，岁数大了不能喝冰的
1,红十字会是国家公正的，人民认可的，做的一切都是为了国家
0,武忠祥：这是一个经典的错误，标准的零分
1,张激昂哈哈哈哈哈哈哈哈哈
0,背靠南山 法力无边 谁敢不服 指定拍砖！
1,卸货时间算上肯定超时的
0,这个师傅口音应该是黄陂人
0,bbc：好的我也能给你拍坏了
1,"天上的卡兹不说话,河里的刀哥想妈妈"
0,他搞steam他就可以垄断了
1,轻轻摸了一下而言好吧，前辈对后背那种
0,穷成这样了，还要要选票干嘛
0,不是不可录制，这是工作人员在干活啊喂
1,换句话说就是他去哪里都可以拿高薪 但是谁能给的环境最好性价比最高
1,哈哈哈哈哈哈哈 好真实
0,万一有人崛起了怎么办？看着他来跟自己掰手腕？还是提前做掉。
0,3.6亿制作成本的话至少8亿才能回本
1,网约车第一大案摆在那里，是女生的晚上坐车都会朝这方面想。当时还爆出司机群里的污言秽语更是刷新三观
1,这就喝到一块去了哈哈哈哈哈哈哈哈哈哈哈
1,马化腾得女儿，可以共享一下吗？
0,腾讯淘宝或者说国内互联网巨头如果不被法律法规限制，那必然是血洗一切.....资本是绝对不可能有底线的的
1,为了中国的生命科学事业奋斗！
0,死了吗一样哭，尼玛是死了不？
1,小品比电影好，电影的故事内容撑不起两个小时的时长，不过到后面贾玲母亲也穿越回来是个高光点
0,要不是石油，伊拉克就是闹翻天了，西方国家都不会理你.....
1,资本的人格化，财富就是它的生命
1,李焕英就算再过一回，她依然选择原来的自己
1,最让我震撼的只有这门大炮
0,大炮是用来干嘛的？是用来丈量国土面积的！
0,赔些钱可以让你不坐牢，有个教训继续人生
1,只要有火的 企鹅就要买 你不卖我就抄 
1,谢谢学姐，21我要上岸！
0,那里出了问题 哪里出了问题
0,我寻思这是个女生可能还好点
1,何老师哈哈哈哈哈历险记
1,说道伊朗，就想到华多多，挺好一个国家
1,是23日 谢谢 我记得非常清楚
0,莫名好像盗版的《安德的游戏》
1,艺术家需要一些清醒和糊涂
1,哈哈，明天忘了太真实了
0,这真就一群丧尸啊？！？！
1,吾时日已不多，尽之余气，为国之昌盛，国士无双！！！
0,拔掉都去做盗版了哈哈哈
1,哈哈哈哈哈哈哈哈哈哈哈弹幕起名字的要笑死我了
0,别巴普洛夫了 这是操作条件反射
0,一旦一个社区工作人员被传染，整个街道就悬了，那一片基本就瘫痪了
1,可以，想拍轮值董事先说任正非哈哈哈哈
1,什么时候到联哥那一期呀
0,前面的年轻了，腾讯什么时候不是恶鬼？哪有过？
0,其实可以分析出来，还是要小心
0,为啥只有你的有收腰？？？
0,这种离线版的我找官方举报过结果呢越举报越多越举报越多
1,谢谢你告诉我们双北是真的
1,我记得这个是华晨宇那届快乐男声的
1,这个歌真的超写实，曲调特别想有东北特色
0,我不是天才，我自惭形秽……
0,我玩外网游戏也永远不会碰鹅厂的游戏
0,好多说风凉话的，真的就服了，社会上就是这些说风凉话的人太多了才养起来腾讯这种厂商
1,真的是……子枫妹妹这儿看得我很迷
0,这么严肃的场合为什么要笑？
0,我大概知道这人的工资花哪里了
0,人口太多了，我们比他们牛逼多了
0,就像你们对中国一样吗？
0,王治郅在这之前做了炮灰
0,这个公交车都是病毒，这个司机真的伟大，换我是不敢上，领导不上也理解，但是至少要指挥工作啊
0,职业？上了台没问题，下了台对不起这是素质
0,这个应该是在针对那些偏科的情况
1,漂亮漂亮漂亮漂亮漂亮漂亮漂亮漂亮漂亮漂亮漂亮漂亮
0,居然把国家的未来寄托给别的国家
1,谭维维，我喜欢的歌手。。。你特么
1,哈哈哈哈哈哈哈喝高了！喝的就是高兴
1,两个外国人用汉语聊天，哈哈
0,突然感觉到好凄凉，。。。
0,和平精英那广告真tm想骂人
0,原著就是感情片，非要宣传自己是科幻片
1,李焕英，你的闺女多出息，大家都喜欢她
0,还有比你更会占便宜的人？
1,大哥，看你的棕皮肤我气了
0,量变引发质变，一个游戏几百万，几百个游戏就赚大了
0,说湖人单核夺冠的，真搞笑，还真把科比当菜了。
0,所以像这种节目才要多多的拍 让中国人多了解现在的日本 
0,真TM狠啊！这是恶魔！
0,如果那一年湖人只有科比没奥胖，绝对76人赢了！！！
1,你现在是一名女导演了，玲儿
0,那一年艾弗森场均40分钟，完全透支了
1,因为绥化正在隔离么？哈哈哈~~
1,不只是中国，全世界领先的科技公司，美国都要插手，比如ASML，比如丧门星
1,2月份，寒冷的冬天，这么多人在空等
1,我趟在床上说“为中华之崛起而读书”
0,那个鸟人路这么宽敞非得跟记者挤一下
0,就这个花他们送了起玛一个小时 你敢信？
1,那你回去当老师啊多快乐啊
1,所有的都是国企就好咯，我可以享受国企的待遇
1,长腿罗斯，这么强怎么打
0,安东尼还次卡特荣誉强了，卡特硬荣誉太少了
1,二营长，我的意大利炮呢
0,低俗笑话只适合编剧和用这段拍戏的导演
0,真的很无耻，跟那个啥“steam游戏管家”一样无耻。甚至更甚
1,思域、福可斯、高尔夫、领动、领克、名爵6、特斯拉、路虎、皮卡、越野、国产……不能惹
1,这雨都特喵煮开锅了！！！
0,不行了，发个弹幕哈哈哈哈哈哈笑一下
1,美国告，集体诉讼，腾讯在美国有业务
0,？？？AO3有论文？？？那我直接黑转黑洞，老子要考博啊！
0,日式推理看不懂就来起这种标题 我是 真没想到
0,这激光灯怎么这么眼熟啊
1,老瓜堡西路艾弗森前来报到
0,转发起来让更多的人知道这丧尽天良操作
0,竹内擦口袋聊天不太好吧
1,稳定的发展机会是自己打出来的
0,哈哈哈哈哈哈哈哈哈哈活该
0,理解但必须让其付出代价
0,偏离导航，可能不构成犯罪
1,那个年代真好，摸一下手就是流氓行为
1,其实勒布朗也流过地垄沟发型，也是因为AI
0,未成年人表示困惑并嘲讽xzf
0,这个女的算老几，连被同台被骂的资格都没有
1,职业法师刘海柱.2333333
0,妈你怎么那么爱笑呢，因为妈生了你呀
0,真他么过份，腾讯不死国产游戏没希望
0,我男的买什么包包？34格包包？
0,腾讯打一开始就是个盗版场还说啥
0,日本很厉害的，就是先把别国军队请出去再说
0,说转弯让直行的，视频车没有让？？？？笑
0,我要是安吉直接就唱：我c的你m到千里之外，你还在乐坏
0,总之就是别碰腾讯游戏就是咯
1,阿尔斯通，法国得痛点。。。。
0,如果国家不再阻止的话中国就非常的危险了
0,结局？这位社区工作人员等着严惩吧
0,你们不缺钱他们怎么以极低的价格收购你们呢？这就是做空
1,好男人就是我，我就是——曾小贤~
1,说的太真实了！美国就是要打压中国高科技产业。
0,我一定要考上公务员 我要为人民服务，而不是给资本家打工
0,想想死去的萨达姆 在看看现在的伊拉克
1,哈哈哈哈哈哈我也就这样了
0,1米8幼儿园，不敢想象这画面
0,丢了自己祖宗的脸，还姓张，姓屎吧。
0,金星说的对啊，给票不给票就完了
1,做这些事情真不容易，自己组织协调一次活动就知道了
1,建议观看大宋提刑官，超精彩
0,撒贝宁：真就拿我不当人
0,金钱不可直接捐给医院，就扣下来了
0,这不就是反过来的希望之花吗
0,我觉得要理解啊，武汉社区一线工作的人，少一个就没一个。后面还有很多工作要做啊。从大局着想的话，没办法的
1,嘘，武老师吹爆武忠祥老师
1,什么时候更新，等好久了
0,要把人民群众生命放在第一位
1,原著小说挺好看的，电影拍的不忍直视。
0,侵略?我的妈，谁打的伊拉克?
0,说摸了一下的，这虽然伤害性不大，但侮辱性极强
0,恶心，虚情假意，未成年权益不是给你们用做追星的，肖战必糊！！！可以的话xz粉丝还是感受一下我们的无奈
0,哪国不比国zu强？？！！
0,刚开始那个音乐我还以为我手机响
0,说橘猫那个 这是金渐层
1,辛苦了！！！！谢谢up主♡♡♡
0,正常刹车反应时间是0.5秒，刹车时间也就几秒钟，这司机可以说就是因为这个获罪的。。。
1,2021年2月20日，向戍边英雄致敬！
0,前面说告腾讯的 怎么告？南山必胜客就在那
1,疼熏是一家有创新精神的互联网企业
0,拖鞋仔，你已断了入职华为的可能
1,很惭愧，就做了一点微笑的工作
0,张总一看就是业务型 人才
1,这才叫纪录片，全程真实
0,别不要face可以吗，无语子
0,这主持人不是周杰伦前女友侯佩岑吗
0,那就是明目张胆的卖离线版游戏账号？这些账号不是偷来的吗？
1,我第一次看哭了，我老婆都不知道我为什么哭，呵呵
1,他们两个本来关系就很好，开玩笑的
1,谁说的荡荡贝贝给我站住！
0,通过几条说明  把一种不良行为 合理化
0,豪绅勾结官府，官府为了每年地方财政，必胜客也是为了业绩
0,关键打官司还赢不了，这是最恶心的
0,远光狗照的，不然就刹下来了
1,好认真的小姐姐，爱了爱了
0,你配吗！！！！！！！！！！！！！！！！！！！！
0,呵呵，需要你们吓分类？
0,腾讯真不要脸 现在就去steam买份支持
0,金渐层好像不是很聪明的样子
0,我宁愿我的钱给狗吃，都不愿意。
1,公交车是a3 属于工作驾照平时不上班相当于c本
0,有点自知之明噢，你的朋友家人真的了解那段历史的话，担心是正常的
1,up主说的真挺良心的！
0,没有独立开发者就没有下一个米哈游
0,因为我不知道我爱上的是不是一个“人”
1,时髦。。。这是土豪欧风吧
0,呵呵说句实话，当你们是朋友是情分而不是本分!
1,欧洲的口碑不差，只是五眼国家
1,13岁1米8也很高了，别装
1,看两个外国人用中文交流。。怎么说呢
0,抱歉，第一部也是个垃圾
0,检察日报不懂法（狗头）
1,有没有推荐一个老师讲的很好，听几年都不会腻的
0,篮协 足协 什么协 都有我没用 恶魔
1,中国总是被他们中最勇敢的人保护得很好
0,搞对一个逻辑，商业片这样还想咋滴
